Row_Index,Actual_Types,LLM_Prediction,LLM_Exact_Match,LLM_Any_Match,SLM_Prediction,SLM_Exact_Match,SLM_Any_Match,FineTuned_SLM_Prediction,FineTuned_SLM_Exact_Match,FineTuned_SLM_Any_Match
46,['docs'],['docs'],True,True,['docs'],True,True,['docs'],True,True
47,['fix'],['fix'],True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,['fix'],True,True
48,['fix'],['fix'],True,True,['refactor'],False,False,['fix'],True,True
49,['refactor'],['refactor'],True,True,['refactor'],True,True,['refactor'],True,True
50,['build'],['fix'],False,False,"['build', 'fix']",False,True,['build'],True,True
51,['build'],['refactor'],False,False,"['refactor', 'build']",False,True,['build'],True,True
52,['refactor'],['feat'],False,False,"['feat', 'docs']",False,False,['fix'],False,False
53,['docs'],['docs'],True,True,['docs'],True,True,['docs'],True,True
54,['feat'],['fix'],False,False,"['feat', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,['fix'],False,False
55,['feat'],['feat'],True,True,"['feat', 'test', 'ci', 'build', 'docs']",False,True,['feat'],True,True
56,['fix'],['feat'],False,False,"['feat', 'refactor']",False,False,['fix'],True,True
57,['feat'],['feat'],True,True,"['feat', 'refactor']",False,True,['feat'],True,True
58,['ci'],['ci'],True,True,['ci'],True,True,['ci'],True,True
59,['ci'],['ci'],True,True,"['ci', 'test']",False,True,['ci'],True,True
60,['ci'],['ci'],True,True,['ci'],True,True,['ci'],True,True
61,['test'],['test'],True,True,['test'],True,True,['test'],True,True
62,['refactor'],"['feat', 'docs']",False,False,"['feat', 'refactor']",False,True,['docs'],False,False
63,['refactor'],['docs'],False,False,"['refactor', 'docs']",False,True,['docs'],False,False
64,['refactor'],['refactor'],True,True,['refactor'],True,True,['refactor'],True,True
65,['test'],['test'],True,True,"['fix', 'test']",False,True,['test'],True,True
66,['feat'],"['feat', 'refactor']",False,True,"['feat', 'refactor']",False,True,['feat'],True,True
67,['test'],['test'],True,True,"['feat', 'test']",False,True,"['build', 'test']",False,True
68,['feat'],"['build', 'feat']",False,True,"['feat', 'build', 'test']",False,True,['feat'],True,True
69,['docs'],['docs'],True,True,"['feat', 'docs']",False,True,['ci'],False,False
70,"['feat', 'refactor']","['feat', 'refactor']",True,True,"['feat', 'refactor']",True,True,"['feat', 'refactor']",True,True
71,"['ci', 'build']","['ci', 'build', 'fix']",False,True,"['ci', 'build']",True,True,"['build', 'build']",False,True
72,"['refactor', 'docs']","['feat', 'docs']",False,True,"['feat', 'refactor', 'test']",False,True,"['feat', 'docs']",False,True
73,"['feat', 'refactor']","['feat', 'fix', 'refactor']",False,True,"['feat', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['fix', 'feat']",False,True
74,"['ci', 'test']","['ci', 'test']",True,True,"['ci', 'test', 'refactor']",False,True,"['ci', 'test']",True,True
75,"['test', 'ci']","['test', 'ci']",True,True,"['test', 'ci']",True,True,"['test', 'ci']",True,True
76,"['ci', 'build']","['ci', 'build']",True,True,"['ci', 'build']",True,True,['build'],False,True
77,"['feat', 'test']","['feat', 'test']",True,True,"['feat', 'test', 'refactor']",False,True,['refactor'],False,False
78,"['fix', 'docs']","['fix', 'docs']",True,True,"['fix', 'ci']",False,True,"['docs', 'build']",False,True
79,"['fix', 'ci']","['fix', 'ci']",True,True,"['fix', 'ci']",True,True,"['docs', 'ci']",False,True
80,"['build', 'test']","['build', 'test']",True,True,"['build', 'test']",True,True,"['build', 'test']",True,True
81,"['ci', 'docs']","['ci', 'docs']",True,True,"['ci', 'docs']",True,True,"['ci', 'docs']",True,True
82,"['refactor', 'build']","['refactor', 'build', 'feat']",False,True,"['refactor', 'build']",True,True,"['refactor', 'build']",True,True
83,"['fix', 'refactor']","['fix', 'refactor']",True,True,"['feat', 'refactor', 'fix', 'ci', 'build', 'test', 'docs']",False,True,"['refactor', 'feat']",False,True
84,"['build', 'ci']","['build', 'ci']",True,True,"['fix', 'ci']",False,True,"['build', 'ci']",True,True
85,"['build', 'refactor']","['build', 'feat']",False,True,"['build', 'feat', 'refactor']",False,True,"['docs', 'fix']",False,False
86,"['feat', 'docs']","['feat', 'docs']",True,True,"['feat', 'ci']",False,True,"['fix', 'ci']",False,False
87,"['ci', 'docs']","['ci', 'docs']",True,True,"['ci', 'docs']",True,True,"['ci', 'docs']",True,True
88,"['fix', 'feat']","['fix', 'build', 'refactor', 'feat']",False,True,"['feat', 'build', 'test', 'refactor']",False,True,"['fix', 'feat', 'refactor']",False,True
89,"['feat', 'ci']","['feat', 'ci']",True,True,"['feat', 'refactor', 'ci']",False,True,"['refactor', 'ci']",False,True
90,"['docs', 'ci']","['docs', 'ci']",True,True,"['docs', 'ci']",True,True,"['docs', 'ci']",True,True
91,"['test', 'docs']","['test', 'docs']",True,True,"['feat', 'docs']",False,True,['test'],False,True
92,"['docs', 'feat']","['docs', 'feat']",True,True,"['docs', 'feat']",True,True,['docs'],False,True
93,"['refactor', 'fix']",['refactor'],False,True,"['refactor', 'test', 'ci', 'build', 'docs', 'feat', 'fix']",False,True,"['refactor', 'fix']",True,True
94,"['build', 'ci']","['build', 'ci']",True,True,"['build', 'ci']",True,True,"['build', 'ci']",True,True
95,"['build', 'refactor']","['fix', 'refactor', 'build']",False,True,"['build', 'refactor']",True,True,"['build', 'refactor']",True,True
96,"['fix', 'test']","['feat', 'test']",False,True,"['feat', 'test']",False,True,"['feat', 'test']",False,True
97,"['build', 'docs']","['build', 'docs']",True,True,"['fix', 'build', 'docs']",False,True,"['build', 'docs']",True,True
98,"['fix', 'ci']","['fix', 'ci']",True,True,"['fix', 'ci']",True,True,"['fix', 'ci']",True,True
99,"['fix', 'ci']","['fix', 'ci']",True,True,"['fix', 'ci']",True,True,"['docs', 'ci']",False,True
100,"['docs', 'refactor']","['docs', 'refactor']",True,True,"['docs', 'refactor']",True,True,"['docs', 'refactor']",True,True
101,"['fix', 'feat']","['fix', 'feat']",True,True,"['feat', 'refactor', 'docs']",False,True,"['fix', 'feat']",True,True
102,"['fix', 'build']","['fix', 'build']",True,True,"['fix', 'build']",True,True,"['build', 'fix']",True,True
103,"['ci', 'docs']","['ci', 'docs']",True,True,"['ci', 'build', 'test']",False,True,"['build', 'fix']",False,False
104,"['ci', 'feat']","['ci', 'feat']",True,True,"['ci', 'feat']",True,True,"['ci', 'feat']",True,True
105,"['ci', 'docs']","['ci', 'docs']",True,True,"['ci', 'docs', 'refactor']",False,True,"['ci', 'docs']",True,True
106,"['test', 'build']","['test', 'build']",True,True,"['test', 'ci']",False,True,"['test', 'build']",True,True
107,"['docs', 'feat']","['docs', 'feat']",True,True,"['feat', 'docs']",True,True,"['docs', 'feat']",True,True
108,"['refactor', 'build']","['refactor', 'fix', 'build']",False,True,"['refactor', 'build']",True,True,"['refactor', 'build']",True,True
109,"['feat', 'refactor']","['feat', 'refactor']",True,True,"['feat', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'refactor']",True,True
110,"['feat', 'fix']","['build', 'refactor', 'fix']",False,True,"['feat', 'refactor', 'build', 'test', 'ci', 'docs']",False,True,"['fix', 'docs']",False,True
111,"['build', 'docs']","['build', 'docs']",True,True,"['build', 'fix']",False,True,"['build', 'docs']",True,True
112,"['test', 'refactor']","['build', 'test', 'feat', 'refactor']",False,True,"['feat', 'test', 'ci', 'build', 'docs']",False,True,['test'],False,True
113,"['refactor', 'fix']","['refactor', 'fix']",True,True,['refactor'],False,True,"['refactor', 'fix']",True,True
114,"['build', 'ci']","['refactor', 'ci']",False,True,"['refactor', 'ci']",False,True,"['build', 'ci']",True,True
115,"['fix', 'feat']","['fix', 'feat']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['fix', 'feat']",True,True
116,"['refactor', 'docs']","['refactor', 'docs']",True,True,"['refactor', 'docs']",True,True,"['docs', 'build']",False,True
117,"['feat', 'fix']","['build', 'refactor', 'feat']",False,True,"['feat', 'refactor', 'build', 'test', 'ci', 'docs']",False,True,"['test', 'feat', 'refactor']",False,True
118,"['refactor', 'test']","['refactor', 'test']",True,True,"['refactor', 'test']",True,True,"['refactor', 'test']",True,True
119,"['test', 'refactor']","['test', 'feat']",False,True,"['test', 'feat']",False,True,"['test', 'feat']",False,True
120,"['docs', 'build']","['docs', 'fix']",False,True,"['feat', 'refactor']",False,False,"['build', 'fix']",False,True
121,"['refactor', 'build']","['refactor', 'build']",True,True,"['refactor', 'build']",True,True,"['refactor', 'build']",True,True
122,"['docs', 'fix']","['docs', 'refactor', 'fix']",False,True,"['docs', 'refactor', 'build']",False,True,['docs'],False,True
123,"['docs', 'ci']","['docs', 'ci']",True,True,"['fix', 'feat', 'ci', 'docs']",False,True,"['docs', 'ci']",True,True
124,"['refactor', 'ci']","['refactor', 'ci']",True,True,"['refactor', 'ci']",True,True,"['refactor', 'ci']",True,True
125,"['test', 'fix']","['test', 'feat']",False,True,"['test', 'feat']",False,True,"['test', 'feat']",False,True
126,"['feat', 'refactor']","['feat', 'fix']",False,True,"['feat', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,"['feat', 'fix', 'test', 'docs', 'fix']",False,True
127,"['fix', 'ci']","['fix', 'ci']",True,True,"['refactor', 'fix', 'ci']",False,True,"['build', 'ci']",False,True
128,"['build', 'ci']","['build', 'ci']",True,True,"['build', 'ci']",True,True,"['build', 'ci']",True,True
129,"['build', 'test']","['build', 'feat', 'test']",False,True,"['build', 'test', 'ci']",False,True,"['build', 'test']",True,True
130,"['refactor', 'ci']","['refactor', 'ci']",True,True,"['refactor', 'ci']",True,True,"['refactor', 'ci']",True,True
131,"['fix', 'build']","['fix', 'build']",True,True,"['refactor', 'build']",False,True,"['fix', 'build']",True,True
132,"['build', 'refactor']","['fix', 'refactor', 'test']",False,True,"['build', 'refactor']",True,True,"['build', 'refactor']",True,True
133,"['test', 'ci']","['build', 'test', 'ci']",False,True,"['test', 'ci', 'build', 'feat']",False,True,"['test', 'ci']",True,True
134,"['test', 'refactor']","['test', 'refactor']",True,True,"['refactor', 'test']",True,True,"['test', 'refactor']",True,True
135,"['ci', 'refactor']","['ci', 'feat']",False,True,"['ci', 'refactor', 'test', 'feat']",False,True,"['ci', 'feat']",False,True
136,"['test', 'docs']","['test', 'docs']",True,True,"['test', 'docs']",True,True,"['test', 'fix']",False,True
137,"['feat', 'fix']",['feat'],False,True,"['feat', 'refactor']",False,True,"['feat', 'fix']",True,True
138,"['build', 'docs']","['refactor', 'docs']",False,True,"['refactor', 'ci']",False,False,"['docs', 'fix']",False,True
139,"['feat', 'refactor']","['build', 'refactor', 'feat', 'fix']",False,True,"['feat', 'build', 'test', 'docs', 'refactor', 'ci']",False,True,"['build', 'feat']",False,True
140,"['ci', 'fix', 'docs']","['ci', 'fix', 'docs']",True,True,"['ci', 'docs', 'refactor', 'test', 'feat', 'build', 'fix']",False,True,"['docs', 'fix', 'docs', 'docs']",False,True
141,"['fix', 'refactor', 'feat']","['fix', 'refactor', 'build', 'feat']",False,True,"['refactor', 'test']",False,True,"['fix', 'refactor', 'feat']",True,True
142,"['build', 'feat', 'ci']","['fix', 'feat', 'ci']",False,True,"['build', 'feat', 'refactor']",False,True,"['build', 'feat', 'ci']",True,True
143,"['ci', 'docs', 'feat']","['ci', 'docs', 'feat']",True,True,"['ci', 'feat', 'refactor', 'docs']",False,True,"['build', 'docs', 'feat']",False,True
144,"['ci', 'docs', 'build']","['ci', 'docs', 'fix']",False,True,"['ci', 'build', 'docs', 'fix']",False,True,"['ci', 'docs', 'build']",True,True
145,"['test', 'docs', 'fix']","['test', 'docs', 'fix']",True,True,"['test', 'ci', 'feat', 'refactor']",False,True,"['test', 'fix', 'docs']",True,True
146,"['feat', 'docs', 'refactor']","['feat', 'docs', 'refactor']",True,True,"['feat', 'docs', 'refactor']",True,True,"['fix', 'docs', 'feat']",False,True
147,"['docs', 'ci', 'test']","['docs', 'ci', 'test']",True,True,"['build', 'ci', 'docs', 'fix', 'refactor']",False,True,"['docs', 'build', 'test']",False,True
148,"['build', 'fix', 'refactor']","['build', 'refactor', 'fix']",True,True,"['build', 'refactor']",False,True,"['docs', 'fix', 'refactor']",False,True
149,"['test', 'fix', 'docs']","['test', 'fix', 'docs']",True,True,"['test', 'docs', 'refactor']",False,True,"['test', 'fix', 'docs']",True,True
150,"['build', 'refactor', 'fix']","['build', 'refactor', 'fix']",True,True,"['build', 'ci', 'docs', 'feat', 'fix', 'refactor', 'test']",False,True,"['build', 'refactor', 'fix']",True,True
151,"['test', 'docs', 'build']","['test', 'docs', 'fix']",False,True,"['test', 'refactor', 'ci']",False,True,"['test', 'docs', 'build']",True,True
152,"['feat', 'test', 'refactor']","['build', 'refactor', 'test', 'feat']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'test', 'feat', 'refactor']",False,True
153,"['docs', 'feat', 'fix']","['docs', 'feat', 'fix']",True,True,"['feat', 'refactor', 'ci', 'build', 'test', 'docs']",False,True,"['docs', 'feat', 'fix']",True,True
154,"['ci', 'docs', 'fix']","['ci', 'docs', 'refactor', 'fix']",False,True,"['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'fix']",True,True
155,"['ci', 'docs', 'fix']","['ci', 'docs', 'fix']",True,True,"['ci', 'docs', 'refactor', 'test']",False,True,"['ci', 'docs', 'fix']",True,True
156,"['test', 'fix', 'build']","['test', 'refactor', 'fix', 'build']",False,True,"['test', 'refactor', 'build']",False,True,"['test', 'fix', 'build', 'ci']",False,True
157,"['docs', 'ci', 'fix']","['docs', 'ci', 'refactor', 'fix']",False,True,"['docs', 'ci', 'refactor', 'build']",False,True,"['build', 'ci', 'feat']",False,True
158,"['build', 'ci', 'test']","['build', 'ci', 'test']",True,True,"['fix', 'ci', 'test', 'build']",False,True,"['build', 'ci', 'test']",True,True
159,"['refactor', 'feat', 'fix']",['feat'],False,True,"['feat', 'feat', 'feat']",False,True,"['refactor', 'fix', 'feat']",True,True
160,"['ci', 'test', 'fix']","['ci', 'test', 'fix']",True,True,"['ci', 'test', 'refactor']",False,True,"['build', 'test', 'fix']",False,True
161,"['feat', 'refactor', 'build']","['feat', 'refactor', 'build']",True,True,"['feat', 'refactor', 'test', 'build']",False,True,"['refactor', 'test', 'build']",False,True
162,"['fix', 'feat', 'ci']","['fix', 'feat', 'ci']",True,True,"['feat', 'refactor', 'ci', 'build']",False,True,"['fix', 'feat', 'build']",False,True
163,"['docs', 'refactor', 'test']","['docs', 'feat', 'test']",False,True,"['feat', 'docs', 'test', 'refactor']",False,True,"['docs', 'test', 'test']",False,True
164,"['test', 'ci', 'feat']","['fix', 'ci', 'feat']",False,True,"['fix', 'ci', 'refactor', 'docs', 'test', 'build']",False,True,"['test', 'build', 'fix']",False,True
165,"['feat', 'build', 'refactor']","['feat', 'fix', 'refactor', 'build']",False,True,"['feat', 'refactor', 'ci', 'build', 'test', 'docs']",False,True,"['feat', 'build', 'refactor']",True,True
166,"['feat', 'build', 'docs']","['feat', 'build', 'refactor', 'docs']",False,True,"['feat', 'refactor', 'ci', 'build', 'test', 'docs']",False,True,"['feat', 'build', 'fix']",False,True
167,"['build', 'refactor', 'ci']","['build', 'refactor', 'ci']",True,True,"['fix', 'refactor', 'ci']",False,True,"['build', 'refactor', 'ci']",True,True
168,"['docs', 'ci', 'build']","['docs', 'ci', 'build', 'test']",False,True,"['docs', 'build']",False,True,"['docs', 'ci', 'build']",True,True
169,"['fix', 'test', 'build']","['fix', 'test', 'build']",True,True,"['fix', 'test', 'build']",True,True,"['fix', 'test', 'build']",True,True
170,"['refactor', 'docs', 'feat']","['feat', 'docs', 'refactor']",True,True,"['feat', 'docs', 'refactor', 'test', 'ci', 'build']",False,True,"['docs', 'fix', 'refactor']",False,True
171,"['docs', 'refactor', 'test']","['docs', 'refactor', 'test']",True,True,"['fix', 'refactor', 'test']",False,True,"['docs', 'refactor', 'test']",True,True
172,"['fix', 'docs', 'test']","['fix', 'docs', 'test']",True,True,"['fix', 'build', 'test']",False,True,"['build', 'docs', 'test']",False,True
173,"['refactor', 'ci', 'test']","['refactor', 'ci', 'test']",True,True,"['refactor', 'ci', 'test']",True,True,"['refactor', 'ci', 'test']",True,True
174,"['ci', 'test', 'docs']","['ci', 'test', 'docs']",True,True,"['ci', 'test', 'docs']",True,True,"['build', 'test', 'docs']",False,True
175,"['feat', 'docs', 'fix']","['feat', 'docs', 'fix']",True,True,"['feat', 'build', 'refactor']",False,True,"['feat', 'docs', 'fix']",True,True
176,"['test', 'fix', 'build']","['test', 'fix', 'build']",True,True,"['test', 'build']",False,True,"['test', 'fix', 'build', 'docs']",False,True
177,"['feat', 'docs', 'refactor']","['feat', 'docs', 'refactor', 'fix']",False,True,"['feat', 'refactor', 'docs', 'build', 'ci', 'test']",False,True,"['feat', 'docs', 'refactor']",True,True
178,"['fix', 'ci', 'build']","['fix', 'ci']",False,True,"['feat', 'build', 'refactor']",False,True,"['fix', 'build', 'fix']",False,True
179,"['fix', 'refactor', 'docs']","['fix', 'feat', 'docs']",False,True,"['fix', 'feat', 'docs']",False,True,"['refactor', 'fix', 'test', 'docs']",False,True
180,"['build', 'feat', 'fix']","['build', 'feat', 'fix']",True,True,"['build', 'fix']",False,True,"['build', 'fix']",False,True
181,"['test', 'refactor', 'feat']","['test', 'refactor', 'feat']",True,True,"['test', 'refactor', 'feat']",True,True,"['test', 'refactor', 'feat']",True,True
182,"['test', 'build', 'ci']","['test', 'build', 'ci']",True,True,"['test', 'ci', 'build']",True,True,"['test', 'build', 'ci', 'ci']",False,True
183,"['test', 'fix', 'docs']","['test', 'fix', 'docs']",True,True,"['feat', 'test', 'refactor', 'docs']",False,True,"['test', 'fix', 'docs']",True,True
184,"['fix', 'build', 'test']","['fix', 'build', 'test']",True,True,"['fix', 'refactor', 'test']",False,True,"['build', 'test', 'test']",False,True
185,"['feat', 'fix', 'ci']","['feat', 'fix', 'ci']",True,True,"['feat', 'fix', 'ci']",True,True,"['feat', 'fix', 'ci']",True,True
186,"['fix', 'docs', 'build']","['feat', 'docs', 'build']",False,True,"['feat', 'build', 'docs']",False,True,"['feat', 'docs', 'build']",False,True
187,"['fix', 'ci', 'docs']","['feat', 'ci', 'docs']",False,True,"['feat', 'ci', 'docs']",False,True,"['refactor', 'ci', 'docs']",False,True
188,"['feat', 'docs', 'fix']","['feat', 'docs', 'refactor', 'fix']",False,True,"['feat', 'docs', 'build']",False,True,"['feat', 'docs', 'fix']",True,True
189,"['feat', 'fix', 'refactor']","['feat', 'refactor']",False,True,"['feat', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,"['feat', 'feat', 'refactor']",False,True
190,"['fix', 'docs', 'test']","['refactor', 'fix', 'docs', 'test']",False,True,"['fix', 'docs', 'build', 'test']",False,True,"['refactor', 'docs', 'test']",False,True
191,"['docs', 'ci', 'feat']","['docs', 'ci', 'feat']",True,True,"['docs', 'ci', 'refactor']",False,True,"['docs', 'test', 'feat']",False,True
192,"['build', 'ci', 'refactor']","['build', 'test', 'ci', 'refactor']",False,True,"['build', 'refactor']",False,True,"['build', 'ci', 'refactor']",True,True
193,"['feat', 'fix', 'test']","['feat', 'fix', 'test', 'refactor']",False,True,"['feat', 'test', 'ci', 'build', 'docs', 'refactor']",False,True,"['feat', 'docs', 'test']",False,True
194,"['docs', 'test', 'build']","['docs', 'test', 'build']",True,True,"['docs', 'test', 'ci', 'build']",False,True,"['docs', 'fix', 'build']",False,True
195,"['fix', 'ci', 'test']","['fix', 'ci', 'test']",True,True,"['feat', 'ci', 'test']",False,True,"['fix', 'ci', 'test']",True,True
196,"['docs', 'fix', 'ci']","['docs', 'ci']",False,True,"['docs', 'build', 'refactor']",False,True,"['docs', 'fix', 'build']",False,True
197,"['ci', 'fix', 'docs']","['ci', 'fix', 'docs']",True,True,"['ci', 'refactor', 'docs']",False,True,"['ci', 'fix', 'docs']",True,True
198,"['build', 'docs', 'refactor']","['build', 'docs', 'fix']",False,True,"['build', 'docs', 'feat', 'refactor', 'test']",False,True,"['build', 'build', 'docs']",False,True
199,"['fix', 'build', 'refactor']","['refactor', 'build']",False,True,"['fix', 'refactor', 'ci', 'build', 'docs', 'test']",False,True,"['docs', 'build', 'refactor']",False,True
200,"['test', 'docs', 'build']","['test', 'docs', 'build']",True,True,"['test', 'ci', 'build', 'refactor']",False,True,"['test', 'fix', 'build']",False,True
201,"['feat', 'fix', 'test']","['feat', 'fix', 'test']",True,True,"['feat', 'test', 'refactor', 'build']",False,True,"['feat', 'refactor', 'test']",False,True
202,"['test', 'fix', 'feat']","['test', 'fix', 'feat']",True,True,"['test', 'feat', 'build']",False,True,"['test', 'fix', 'feat']",True,True
203,"['feat', 'fix', 'docs']","['feat', 'fix', 'docs']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['refactor', 'fix', 'fix']",False,True
204,"['ci', 'docs', 'test']","['ci', 'test', 'docs']",True,True,"['ci', 'feat', 'refactor', 'test']",False,True,"['build', 'fix', 'test']",False,True
205,"['ci', 'fix', 'docs']","['ci', 'fix', 'build']",False,True,"['ci', 'refactor', 'docs']",False,True,"['ci', 'fix', 'docs']",True,True
206,"['feat', 'fix', 'test']","['feat', 'fix', 'test']",True,True,"['feat', 'test', 'ci', 'build']",False,True,"['feat', 'docs', 'fix', 'test']",False,True
207,"['docs', 'ci', 'feat']","['docs', 'ci', 'feat']",True,True,"['feat', 'ci', 'refactor', 'docs', 'test', 'build']",False,True,"['docs', 'build', 'fix']",False,True
208,"['ci', 'docs', 'build']","['ci', 'docs', 'fix']",False,True,"['ci', 'docs', 'feat', 'refactor']",False,True,"['ci', 'docs', 'fix']",False,True
209,"['ci', 'feat', 'build']","['ci', 'feat', 'build']",True,True,"['ci', 'refactor', 'build']",False,True,"['build', 'fix', 'ci']",False,True
210,"['test', 'build', 'fix', 'feat']","['test', 'build', 'fix', 'feat']",True,True,"['test', 'build', 'feat', 'fix']",True,True,"['test', 'build', 'fix', 'feat']",True,True
211,"['ci', 'build', 'test', 'docs']","['ci', 'build', 'test', 'docs']",True,True,"['ci', 'docs', 'feat', 'refactor', 'test']",False,True,"['ci', 'build', 'test', 'docs']",True,True
212,"['refactor', 'feat', 'docs', 'test']","['refactor', 'feat', 'docs', 'test']",True,True,"['refactor', 'docs', 'test', 'build']",False,True,"['refactor', 'fix', 'docs', 'test']",False,True
213,"['fix', 'test', 'build', 'refactor']","['refactor', 'test', 'build', 'feat']",False,True,"['fix', 'build', 'refactor', 'test']",True,True,"['fix', 'test', 'build', 'feat']",False,True
214,"['docs', 'build', 'ci', 'feat']","['docs', 'ci', 'build', 'feat']",True,True,"['build', 'ci', 'docs', 'refactor', 'test']",False,True,"['docs', 'build', 'refactor', 'feat']",False,True
215,"['test', 'fix', 'refactor', 'ci']","['test', 'refactor', 'feat', 'ci']",False,True,"['feat', 'fix', 'test', 'ci', 'docs']",False,True,"['test', 'fix', 'feat', 'ci']",False,True
216,"['ci', 'fix', 'feat', 'refactor']","['ci', 'fix', 'feat', 'refactor']",True,True,"['ci', 'feat', 'refactor', 'build']",False,True,['ci'],False,True
217,"['docs', 'ci', 'test', 'refactor']","['docs', 'ci', 'test', 'refactor']",True,True,"['docs', 'ci', 'test', 'refactor']",True,True,"['docs', 'ci', 'test', 'refactor']",True,True
218,"['fix', 'feat', 'build', 'docs']","['fix', 'feat', 'refactor', 'docs', 'build']",False,True,"['fix', 'feat', 'build', 'ci', 'docs', 'test', 'refactor']",False,True,"['fix', 'feat', 'build', 'docs']",True,True
219,"['docs', 'feat', 'test', 'fix']","['docs', 'feat', 'test']",False,True,"['fix', 'feat', 'test', 'ci', 'build', 'docs', 'refactor']",False,True,"['docs', 'fix', 'test', 'feat']",True,True
220,"['build', 'refactor', 'test', 'ci']","['build', 'refactor', 'test', 'ci']",True,True,"['build', 'refactor', 'test']",False,True,"['build', 'docs', 'refactor', 'test', 'ci']",False,True
221,"['feat', 'fix', 'test', 'refactor']","['feat', 'fix', 'test', 'refactor']",True,True,"['feat', 'fix', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,"['fix', 'test', 'refactor']",False,True
