Row_Index,Actual_Types,LLM_Prediction,LLM_Exact_Match,LLM_Any_Match,SLM_Prediction,SLM_Exact_Match,SLM_Any_Match,FineTuned_SLM_Prediction,FineTuned_SLM_Exact_Match,FineTuned_SLM_Any_Match
91,"['refactor', 'test']","['refactor', 'test']",True,True,"['refactor', 'test']",True,True,['refactor'],False,True
92,"['ci', 'feat']","['build', 'feat', 'fix']",False,True,"['feat', 'build']",False,True,"['build', 'feat']",False,True
93,"['build', 'docs']","['build', 'docs']",True,True,"['build', 'docs']",True,True,"['build', 'refactor']",False,True
94,"['ci', 'fix']","['build', 'refactor']",False,False,"['ci', 'refactor', 'docs']",False,True,"['build', 'refactor']",False,False
95,"['build', 'docs']","['build', 'docs']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'docs']",True,True
96,"['feat', 'test']","['feat', 'test', 'refactor']",False,True,"['feat', 'test', 'ci']",False,True,"['feat', 'fix']",False,True
97,"['fix', 'refactor']","['fix', 'refactor', 'test']",False,True,"['fix', 'refactor', 'test']",False,True,"['fix', 'refactor']",True,True
98,"['feat', 'refactor']","['feat', 'refactor', 'docs', 'test']",False,True,"['feat', 'refactor', 'test', 'docs']",False,True,"['feat', 'refactor']",True,True
99,"['build', 'fix']","['build', 'refactor']",False,True,"['build', 'refactor']",False,True,"['build', 'refactor']",False,True
100,"['ci', 'test']","['ci', 'fix']",False,True,"['ci', 'build', 'fix']",False,True,"['ci', 'fix']",False,True
101,"['docs', 'test']","['docs', 'test']",True,True,"['docs', 'test']",True,True,"['docs', 'test']",True,True
102,"['fix', 'refactor']","['fix', 'feat', 'refactor', 'test', 'docs']",False,True,"['fix', 'test', 'docs']",False,True,"['fix', 'refactor']",True,True
103,"['docs', 'feat']","['docs', 'feat', 'refactor']",False,True,"['docs', 'feat']",True,True,"['docs', 'feat']",True,True
104,"['docs', 'test']","['docs', 'fix']",False,True,"['docs', 'test']",True,True,"['docs', 'fix']",False,True
105,"['build', 'refactor']","['build', 'feat', 'test']",False,True,"['build', 'feat', 'test']",False,True,"['build', 'refactor']",True,True
106,"['feat', 'fix']","['feat', 'fix']",True,True,['feat'],False,True,"['feat', 'fix']",True,True
107,"['ci', 'test']","['ci', 'test']",True,True,"['ci', 'test']",True,True,"['ci', 'test']",True,True
108,"['build', 'fix']","['build', 'fix']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'fix']",True,True
109,"['feat', 'refactor']","['feat', 'refactor']",True,True,"['feat', 'refactor']",True,True,"['feat', 'refactor']",True,True
110,"['ci', 'docs']","['ci', 'docs']",True,True,"['ci', 'docs']",True,True,"['ci', 'docs']",True,True
111,"['docs', 'feat']","['docs', 'feat']",True,True,"['docs', 'feat']",True,True,"['docs', 'feat']",True,True
112,"['build', 'fix']",['fix'],False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,['fix'],False,True
113,"['ci', 'test']","['ci', 'build', 'test', 'feat']",False,True,"['ci', 'build', 'test']",False,True,"['build', 'test']",False,True
114,"['fix', 'refactor']","['fix', 'refactor']",True,True,"['fix', 'refactor']",True,True,"['fix', 'refactor']",True,True
115,"['ci', 'test']","['test', 'refactor']",False,True,"['ci', 'test', 'refactor']",False,True,"['build', 'refactor', 'test']",False,True
116,"['docs', 'refactor']","['docs', 'test', 'refactor', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'fix', 'refactor']",False,True
117,"['build', 'feat']","['ci', 'feat', 'refactor']",False,True,"['feat', 'ci']",False,True,"['ci', 'feat']",False,True
118,"['build', 'feat']","['build', 'feat']",True,True,"['feat', 'build']",True,True,['feat'],False,True
119,"['refactor', 'test']","['feat', 'test', 'build']",False,True,"['refactor', 'test', 'build']",False,True,"['refactor', 'test']",True,True
120,"['ci', 'fix']","['ci', 'refactor', 'fix']",False,True,"['ci', 'build', 'refactor', 'fix']",False,True,"['build', 'refactor']",False,False
121,"['docs', 'test']","['docs', 'test']",True,True,"['feat', 'docs', 'test']",False,True,"['feat', 'test']",False,True
122,"['ci', 'refactor']",['refactor'],False,True,"['ci', 'refactor']",True,True,"['build', 'docs', 'refactor']",False,True
123,"['build', 'docs']","['build', 'docs']",True,True,"['build', 'docs']",True,True,"['build', 'docs']",True,True
124,"['feat', 'fix']","['ci', 'build', 'fix']",False,True,"['ci', 'feat', 'fix']",False,True,"['ci', 'fix']",False,True
125,"['docs', 'fix']","['docs', 'fix', 'build']",False,True,"['docs', 'refactor', 'build']",False,True,"['docs', 'refactor']",False,True
126,"['feat', 'test']","['feat', 'fix', 'refactor', 'test']",False,True,"['feat', 'test', 'build']",False,True,['feat'],False,True
127,"['build', 'ci']","['build', 'ci']",True,True,"['build', 'ci']",True,True,"['build', 'ci']",True,True
128,"['docs', 'refactor']","['refactor', 'docs', 'test']",False,True,"['refactor', 'test', 'docs']",False,True,"['feat', 'fix']",False,False
129,"['ci', 'fix']","['ci', 'build', 'refactor', 'fix']",False,True,"['ci', 'build', 'fix']",False,True,"['ci', 'fix']",True,True
130,"['build', 'test']","['build', 'test']",True,True,"['build', 'test']",True,True,"['build', 'test']",True,True
131,"['feat', 'refactor']","['feat', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'refactor']",True,True
132,"['build', 'feat']","['build', 'refactor', 'feat', 'fix']",False,True,"['feat', 'refactor', 'build']",False,True,"['build', 'feat', 'refactor']",False,True
133,"['refactor', 'test']","['refactor', 'test']",True,True,"['refactor', 'test']",True,True,['refactor'],False,True
134,"['ci', 'docs']","['ci', 'docs']",True,True,"['ci', 'docs']",True,True,"['ci', 'docs']",True,True
135,"['docs', 'fix']","['docs', 'refactor', 'fix']",False,True,"['docs', 'fix']",True,True,"['docs', 'fix']",True,True
136,"['fix', 'test']","['fix', 'test', 'build']",False,True,"['fix', 'test']",True,True,"['fix', 'test']",True,True
137,"['build', 'ci']","['docs', 'build', 'ci', 'refactor']",False,True,"['docs', 'build', 'ci', 'refactor']",False,True,"['build', 'refactor']",False,True
138,"['feat', 'refactor']","['feat', 'refactor', 'test']",False,True,"['feat', 'refactor', 'test']",False,True,"['feat', 'refactor']",True,True
139,"['build', 'feat', 'refactor']","['build', 'feat', 'refactor']",True,True,"['feat', 'build', 'ci']",False,True,"['build', 'feat', 'fix']",False,True
140,"['ci', 'docs', 'test']","['ci', 'docs', 'test']",True,True,"['ci', 'docs', 'test']",True,True,"['ci', 'docs', 'test']",True,True
141,"['feat', 'fix', 'test']","['feat', 'test', 'fix']",True,True,"['feat', 'test', 'build', 'ci']",False,True,"['feat', 'refactor', 'build']",False,True
142,"['build', 'ci', 'fix']","['docs', 'build', 'ci', 'refactor', 'fix']",False,True,"['docs', 'build', 'ci', 'refactor']",False,True,"['build', 'ci', 'refactor']",False,True
143,"['ci', 'docs', 'refactor']","['ci', 'build', 'refactor']",False,True,"['ci', 'build', 'refactor', 'docs']",False,True,"['build', 'docs', 'refactor']",False,True
144,"['docs', 'fix', 'refactor']","['docs', 'test', 'fix', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'fix', 'refactor']",True,True
145,"['build', 'feat', 'test']","['build', 'feat', 'fix', 'test']",False,True,"['feat', 'build', 'test']",True,True,"['build', 'feat', 'test']",True,True
146,"['ci', 'fix', 'refactor']","['ci', 'fix', 'refactor']",True,True,"['ci', 'build', 'refactor']",False,True,"['ci', 'docs', 'feat', 'fix', 'refactor']",False,True
147,"['build', 'docs', 'feat']","['build', 'docs', 'feat']",True,True,"['feat', 'docs', 'build']",True,True,"['build', 'docs', 'feat']",True,True
148,"['build', 'fix', 'test']","['docs', 'refactor', 'test']",False,True,"['docs', 'build', 'fix', 'test']",False,True,"['build', 'fix', 'test']",True,True
149,"['ci', 'refactor', 'test']","['build', 'refactor', 'test']",False,True,"['build', 'refactor', 'test']",False,True,"['build', 'refactor', 'test']",False,True
150,"['docs', 'feat', 'test']","['fix', 'feat', 'refactor', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['fix', 'feat', 'test']",False,True
151,"['ci', 'docs', 'refactor']","['ci', 'docs', 'refactor', 'fix']",False,True,"['ci', 'build', 'docs', 'refactor']",False,True,"['ci', 'docs', 'refactor']",True,True
152,"['build', 'feat', 'fix']","['build', 'feat', 'fix']",True,True,"['build', 'feat', 'fix']",True,True,"['build', 'feat', 'fix']",True,True
153,"['docs', 'fix', 'test']","['docs', 'refactor', 'test']",False,True,"['docs', 'refactor', 'test']",False,True,"['docs', 'refactor', 'test']",False,True
154,"['build', 'ci', 'refactor']","['build', 'ci', 'docs', 'test', 'refactor', 'fix']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",False,True,"['build', 'ci', 'docs', 'refactor']",False,True
155,"['build', 'feat', 'refactor']","['build', 'feat', 'refactor']",True,True,"['feat', 'refactor', 'build']",True,True,"['build', 'feat', 'refactor']",True,True
156,"['ci', 'feat', 'test']","['build', 'docs', 'feat', 'test']",False,True,"['build', 'docs', 'feat', 'test']",False,True,"['build', 'feat', 'test']",False,True
157,"['build', 'docs', 'fix']","['build', 'docs', 'fix']",True,True,"['build', 'docs', 'fix']",True,True,"['build', 'docs', 'fix']",True,True
158,"['docs', 'fix', 'test']","['docs', 'fix', 'refactor']",False,True,"['docs', 'fix', 'test']",True,True,"['docs', 'fix', 'refactor']",False,True
159,"['ci', 'feat', 'refactor']","['ci', 'build', 'test', 'refactor', 'feat']",False,True,"['ci', 'build', 'test', 'feat', 'refactor']",False,True,"['ci', 'feat', 'refactor']",True,True
160,"['build', 'docs', 'fix']","['build', 'docs', 'fix']",True,True,"['build', 'docs', 'fix']",True,True,"['build', 'docs', 'fix']",True,True
161,"['feat', 'refactor', 'test']","['feat', 'docs', 'refactor', 'test', 'fix']",False,True,"['feat', 'docs', 'test', 'refactor']",False,True,"['feat', 'refactor', 'test']",True,True
162,"['ci', 'docs', 'feat']","['ci', 'docs', 'feat']",True,True,"['ci', 'docs', 'feat']",True,True,"['ci', 'docs', 'feat']",True,True
163,"['ci', 'fix', 'test']","['ci', 'test', 'refactor']",False,True,"['ci', 'refactor', 'test']",False,True,"['ci', 'refactor', 'test']",False,True
164,"['build', 'ci', 'refactor']","['build', 'ci', 'refactor']",True,True,"['build', 'ci', 'refactor']",True,True,"['build', 'ci', 'docs', 'refactor']",False,True
165,"['build', 'fix', 'refactor']","['build', 'fix', 'test']",False,True,"['build', 'ci', 'fix', 'test']",False,True,"['build', 'fix', 'test']",False,True
166,"['docs', 'feat', 'test']","['docs', 'ci', 'build', 'refactor']",False,True,"['docs', 'ci', 'build', 'test']",False,True,"['docs', 'feat', 'refactor']",False,True
167,"['ci', 'docs', 'fix']","['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'refactor']",False,True
168,"['build', 'refactor', 'test']","['ci', 'build', 'test', 'refactor', 'fix']",False,True,"['ci', 'test', 'build', 'fix', 'refactor']",False,True,"['build', 'refactor', 'test']",True,True
169,"['build', 'feat', 'fix']","['build', 'test', 'feat', 'refactor']",False,True,"['feat', 'test', 'build']",False,True,"['build', 'feat', 'refactor']",False,True
170,"['ci', 'refactor', 'test']","['ci', 'fix', 'refactor']",False,True,"['ci', 'build', 'refactor', 'test']",False,True,"['ci', 'refactor', 'fix']",False,True
171,"['docs', 'feat', 'refactor']","['docs', 'feat', 'refactor', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'refactor']",False,True
172,"['docs', 'feat', 'fix']","['docs', 'refactor', 'test', 'feat']",False,True,"['feat', 'refactor', 'test', 'docs']",False,True,"['docs', 'feat', 'fix']",True,True
173,"['build', 'ci', 'test']","['build', 'ci', 'fix', 'refactor']",False,True,"['build', 'ci', 'fix']",False,True,"['build', 'ci', 'docs', 'fix']",False,True
174,"['ci', 'docs', 'fix']","['ci', 'test', 'docs', 'refactor']",False,True,"['ci', 'test', 'docs', 'refactor']",False,True,"['ci', 'docs', 'refactor']",False,True
175,"['build', 'feat', 'test']","['build', 'feat']",False,True,"['feat', 'build', 'ci']",False,True,"['build', 'feat', 'test']",True,True
176,"['docs', 'feat', 'refactor']","['refactor', 'feat', 'test', 'docs']",False,True,"['feat', 'refactor', 'test', 'docs']",False,True,"['feat', 'fix', 'refactor']",False,True
177,"['fix', 'refactor', 'test']","['refactor', 'test', 'fix']",True,True,"['test', 'ci', 'build']",False,True,"['fix', 'refactor', 'test']",True,True
178,"['build', 'ci', 'fix']","['build', 'refactor', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'fix']",True,True
179,"['docs', 'feat', 'refactor']","['docs', 'feat', 'refactor']",True,True,"['docs', 'feat', 'refactor']",True,True,"['docs', 'feat', 'refactor']",True,True
180,"['build', 'ci', 'test']","['build', 'ci', 'test']",True,True,"['build', 'ci', 'test']",True,True,"['build', 'ci', 'test']",True,True
181,"['build', 'feat', 'fix']","['build', 'feat', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'fix']",True,True
182,"['docs', 'refactor', 'test']","['docs', 'refactor', 'test']",True,True,"['docs', 'refactor', 'test']",True,True,"['docs', 'refactor', 'test']",True,True
183,"['ci', 'docs', 'test']","['ci', 'docs', 'fix']",False,True,"['ci', 'build', 'docs', 'test']",False,True,"['build', 'docs', 'fix']",False,True
184,"['build', 'ci', 'feat']","['build', 'ci', 'test', 'feat', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'feat']",True,True
185,"['fix', 'refactor', 'test']","['fix', 'refactor', 'test', 'build']",False,True,"['fix', 'test', 'build']",False,True,"['fix', 'refactor', 'test']",True,True
186,"['docs', 'fix', 'refactor']","['docs', 'build', 'refactor']",False,True,"['docs', 'build', 'refactor']",False,True,"['docs', 'fix', 'refactor']",True,True
187,"['build', 'ci', 'feat']","['build', 'ci', 'feat']",True,True,"['feat', 'build', 'ci']",True,True,"['build', 'ci', 'feat']",True,True
188,"['docs', 'feat', 'test']","['docs', 'feat', 'test']",True,True,"['docs', 'feat', 'test']",True,True,"['docs', 'feat', 'test']",True,True
189,"['build', 'ci', 'fix']","['build', 'ci', 'fix', 'refactor']",False,True,"['build', 'ci', 'refactor']",False,True,"['build', 'ci', 'docs', 'refactor']",False,True
190,"['build', 'feat', 'refactor']","['build', 'docs', 'feat', 'refactor']",False,True,"['build', 'feat', 'refactor']",True,True,"['build', 'docs', 'feat', 'refactor']",False,True
191,"['ci', 'docs', 'refactor']","['ci', 'docs', 'refactor']",True,True,"['ci', 'docs', 'refactor']",True,True,"['ci', 'docs', 'refactor']",True,True
192,"['feat', 'fix', 'test']","['ci', 'build', 'feat', 'fix', 'refactor', 'test']",False,True,"['ci', 'build', 'test', 'fix']",False,True,"['ci', 'fix', 'refactor']",False,True
193,"['build', 'docs', 'refactor']","['build', 'docs', 'fix']",False,True,"['build', 'docs', 'refactor']",True,True,"['build', 'docs', 'fix']",False,True
194,"['ci', 'fix', 'test']","['ci', 'refactor', 'test', 'fix']",False,True,"['ci', 'feat', 'test']",False,True,"['ci', 'feat', 'test']",False,True
195,"['build', 'fix', 'test']","['build', 'fix', 'test']",True,True,"['build', 'fix', 'test']",True,True,"['build', 'fix', 'test']",True,True
196,"['ci', 'feat', 'refactor']","['build', 'feat', 'refactor', 'fix', 'docs', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'refactor']",False,True
197,"['ci', 'docs', 'feat']","['ci', 'docs', 'refactor', 'build', 'test', 'feat']",False,True,"['ci', 'docs', 'refactor', 'feat', 'build', 'test']",False,True,"['ci', 'docs', 'feat']",True,True
198,"['docs', 'refactor', 'test']","['docs', 'refactor', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'fix', 'refactor', 'test']",False,True
199,"['build', 'ci', 'fix']","['build', 'ci', 'fix']",True,True,"['build', 'ci', 'fix']",True,True,"['build', 'ci', 'fix']",True,True
200,"['docs', 'feat', 'refactor']","['docs', 'feat', 'test', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'fix', 'feat', 'refactor']",False,True
201,"['build', 'fix', 'test']","['build', 'fix', 'test']",True,True,"['build', 'fix', 'test']",True,True,"['build', 'fix', 'test']",True,True
202,"['docs', 'feat', 'refactor']","['docs', 'test', 'feat', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'feat', 'refactor']",True,True
203,"['build', 'fix', 'test']","['build', 'fix', 'test', 'feat']",False,True,"['ci', 'fix', 'test']",False,True,"['build', 'fix', 'test']",True,True
204,"['ci', 'feat', 'refactor']","['build', 'docs', 'feat', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'refactor']",False,True
205,"['build', 'docs', 'fix']","['build', 'docs', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['fix', 'docs', 'refactor']",False,True
206,"['ci', 'docs', 'test']","['ci', 'docs', 'test', 'feat', 'refactor']",False,True,"['ci', 'docs', 'test']",True,True,"['ci', 'docs', 'test']",True,True
207,"['build', 'ci', 'test']","['build', 'ci', 'test']",True,True,"['build', 'test']",False,True,"['build', 'ci', 'test']",True,True
208,"['feat', 'fix', 'refactor']","['feat', 'fix', 'test', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'fix', 'refactor']",True,True
209,"['build', 'fix', 'refactor', 'test']","['build', 'refactor', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'docs', 'refactor', 'test']",False,True
210,"['ci', 'docs', 'feat', 'refactor']","['ci', 'docs', 'feat']",False,True,"['feat', 'docs', 'ci', 'refactor']",True,True,"['ci', 'docs', 'feat', 'refactor']",True,True
211,"['build', 'ci', 'docs', 'test']","['build', 'ci', 'docs', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'fix']",False,True
212,"['feat', 'fix', 'refactor', 'test']","['feat', 'fix', 'docs', 'test', 'refactor', 'build']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'fix', 'refactor', 'test']",True,True
213,"['build', 'ci', 'feat', 'fix']","['build', 'refactor', 'feat', 'docs', 'test', 'fix']",False,True,"['feat', 'fix', 'build', 'test']",False,True,"['build', 'ci', 'feat', 'fix']",True,True
214,"['ci', 'docs', 'feat', 'test']","['ci', 'build', 'docs', 'test', 'feat', 'fix', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['ci', 'docs', 'feat', 'fix']",False,True
215,"['build', 'docs', 'fix', 'refactor']","['build', 'docs', 'fix', 'refactor']",True,True,"['build', 'docs', 'fix', 'refactor']",True,True,"['build', 'docs', 'fix', 'refactor']",True,True
216,"['build', 'ci', 'docs', 'refactor']","['build', 'ci', 'docs', 'refactor']",True,True,"['build', 'ci', 'docs', 'refactor']",True,True,"['build', 'ci', 'docs', 'refactor']",True,True
